4 2.530000e-03 6.992807e-06
5 9.000000e-06 8.659768e-06
6 9.000000e-06 1.047012e-05
7 1.200000e-05 1.243466e-05
8 1.500000e-05 1.456417e-05
9 2.100000e-05 1.686945e-05
10 2.000000e-05 1.936129e-05
11 2.300000e-05 2.205048e-05
12 2.500000e-05 2.494781e-05
13 2.900000e-05 2.806408e-05
14 3.200000e-05 3.141008e-05
15 3.600000e-05 3.499659e-05
16 5.200000e-05 3.883442e-05
17 4.500000e-05 4.293435e-05
18 4.500000e-05 4.730717e-05
19 4.800000e-05 5.196369e-05
20 5.800000e-05 5.691468e-05
21 6.400000e-05 6.217094e-05
22 6.300000e-05 6.774327e-05
23 7.100000e-05 7.364245e-05
24 7.600000e-05 7.987928e-05
25 8.700000e-05 8.646454e-05
26 9.600000e-05 9.340904e-05
27 1.110000e-04 1.007236e-04
28 1.080000e-04 1.084189e-04
29 1.150000e-04 1.165058e-04
30 1.200000e-04 1.249952e-04
31 1.290000e-04 1.338977e-04
32 1.390000e-04 1.432242e-04
33 1.470000e-04 1.529855e-04
34 1.560000e-04 1.631924e-04
35 1.700000e-04 1.738556e-04
36 1.770000e-04 1.849860e-04
37 1.880000e-04 1.965943e-04
38 2.140000e-04 2.086913e-04
39 2.120000e-04 2.212879e-04
40 2.250000e-04 2.343948e-04
41 2.390000e-04 2.480228e-04
42 2.680000e-04 2.621827e-04
43 2.630000e-04 2.768853e-04
44 2.820000e-04 2.921414e-04
45 3.050000e-04 3.079618e-04
46 3.120000e-04 3.243572e-04
47 3.300000e-04 3.413385e-04
48 3.730000e-04 3.589164e-04
49 3.580000e-04 3.771018e-04
50 3.840000e-04 3.959055e-04
51 4.130000e-04 4.153381e-04
52 4.210000e-04 4.354106e-04
53 4.520000e-04 4.561337e-04
54 4.610000e-04 4.775183e-04
55 4.900000e-04 4.995750e-04
56 5.100000e-04 5.223147e-04
57 5.400000e-04 5.457482e-04
58 5.620000e-04 5.698862e-04
59 5.830000e-04 5.947396e-04
60 6.190000e-04 6.203192e-04
61 6.400000e-04 6.466358e-04
62 6.670000e-04 6.737000e-04
63 6.990000e-04 7.015228e-04
64 7.420000e-04 7.301150e-04
65 7.620000e-04 7.594872e-04
66 7.750000e-04 7.896504e-04
67 8.180000e-04 8.206153e-04
68 8.550000e-04 8.523926e-04
69 9.350000e-04 8.849933e-04
70 9.160000e-04 9.184280e-04
71 9.580000e-04 9.527076e-04
72 9.890000e-04 9.878428e-04
73 1.019000e-03 1.023845e-03
74 1.066000e-03 1.060724e-03
75 1.097000e-03 1.098491e-03
76 1.131000e-03 1.137156e-03
77 1.178000e-03 1.176732e-03
78 1.219000e-03 1.217228e-03
79 1.253000e-03 1.258655e-03
80 1.321000e-03 1.301024e-03
81 1.342000e-03 1.344346e-03
82 1.395000e-03 1.388631e-03
83 1.434000e-03 1.433891e-03
84 1.487000e-03 1.480136e-03
85 1.525000e-03 1.527377e-03
86 1.738000e-03 1.575624e-03
87 1.629000e-03 1.624890e-03
88 1.672000e-03 1.675183e-03
89 1.722000e-03 1.726516e-03
90 1.804000e-03 1.778899e-03
91 1.832000e-03 1.832342e-03
92 1.901000e-03 1.886857e-03
93 1.970000e-03 1.942454e-03
94 1.999000e-03 1.999144e-03
95 2.059000e-03 2.056938e-03
96 2.119000e-03 2.115847e-03
97 2.359000e-03 2.175881e-03
98 2.277000e-03 2.237051e-03
99 2.320000e-03 2.299369e-03
100 2.376000e-03 2.362844e-03
101 2.447000e-03 2.427488e-03
102 2.511000e-03 2.493312e-03
103 2.581000e-03 2.560325e-03
104 2.657000e-03 2.628540e-03
105 2.736000e-03 2.697966e-03
106 2.832000e-03 2.768615e-03
107 2.932000e-03 2.840498e-03
108 2.950000e-03 2.913624e-03
109 3.022000e-03 2.988006e-03
110 3.134000e-03 3.063653e-03
111 3.267000e-03 3.140577e-03
112 3.263000e-03 3.218788e-03
113 3.373000e-03 3.298297e-03
114 3.431000e-03 3.379115e-03
115 3.524000e-03 3.461253e-03
116 3.599000e-03 3.544722e-03
117 3.678000e-03 3.629532e-03
118 3.751000e-03 3.715693e-03
119 3.865000e-03 3.803218e-03
120 3.946000e-03 3.892117e-03
121 4.027000e-03 3.982399e-03
122 4.208000e-03 4.074078e-03
123 4.226000e-03 4.167162e-03
124 4.327000e-03 4.261663e-03
125 4.412000e-03 4.357591e-03
126 4.494000e-03 4.454959e-03
127 4.601000e-03 4.553775e-03
128 4.705000e-03 4.654051e-03
129 4.973000e-03 4.755798e-03
130 4.911000e-03 4.859027e-03
131 5.019000e-03 4.963748e-03
132 5.366000e-03 5.069973e-03
133 5.203000e-03 5.177711e-03
134 5.338000e-03 5.286974e-03
135 5.447000e-03 5.397772e-03
136 5.527000e-03 5.510117e-03
137 5.688000e-03 5.624019e-03
138 5.787000e-03 5.739490e-03
139 5.889000e-03 5.856538e-03
140 6.011000e-03 5.975177e-03
141 6.261000e-03 6.095415e-03
142 6.257000e-03 6.217265e-03
143 6.375000e-03 6.340736e-03
144 6.552000e-03 6.465841e-03
145 6.907000e-03 6.592588e-03
146 6.766000e-03 6.720990e-03
147 6.906000e-03 6.851057e-03
148 7.000000e-03 6.982800e-03
149 7.165000e-03 7.116230e-03
150 7.288000e-03 7.251357e-03
151 7.482000e-03 7.388192e-03
152 7.561000e-03 7.526746e-03
153 7.695000e-03 7.667030e-03
154 7.829000e-03 7.809055e-03
155 8.064000e-03 7.952831e-03
156 8.163000e-03 8.098369e-03
157 8.254000e-03 8.245680e-03
158 8.462000e-03 8.394775e-03
159 8.575000e-03 8.545665e-03
160 8.749000e-03 8.698360e-03
161 9.878000e-03 8.852871e-03
162 9.061000e-03 9.009209e-03
163 9.252000e-03 9.167385e-03
164 1.000800e-02 9.327409e-03
165 9.542000e-03 9.489292e-03
166 1.017900e-02 9.653046e-03
167 9.843000e-03 9.818681e-03
168 1.008300e-02 9.986207e-03
169 1.056200e-02 1.015564e-02
170 1.039800e-02 1.032698e-02
171 1.053900e-02 1.050024e-02
172 1.067600e-02 1.067544e-02
173 1.121900e-02 1.085259e-02
174 1.108200e-02 1.103169e-02
175 1.141800e-02 1.121276e-02
176 1.331300e-02 1.139581e-02
177 1.162500e-02 1.158085e-02
178 1.178000e-02 1.176789e-02
179 1.198100e-02 1.195693e-02
180 1.231600e-02 1.214800e-02
181 1.235200e-02 1.234110e-02
182 1.257000e-02 1.253625e-02
183 1.289000e-02 1.273344e-02
184 1.293800e-02 1.293270e-02
185 1.320400e-02 1.313404e-02
186 1.335900e-02 1.333746e-02
187 1.386200e-02 1.354298e-02
188 1.378700e-02 1.375061e-02
189 1.407100e-02 1.396035e-02
190 1.416100e-02 1.417223e-02
191 1.455500e-02 1.438624e-02
192 1.461300e-02 1.460240e-02
193 1.532000e-02 1.482073e-02
194 1.506300e-02 1.504123e-02
195 1.535800e-02 1.526391e-02
196 1.552800e-02 1.548878e-02
197 1.604400e-02 1.571586e-02
198 1.607000e-02 1.594516e-02
199 1.617500e-02 1.617668e-02
200 1.644500e-02 1.641044e-02
201 1.669500e-02 1.664645e-02
202 1.693300e-02 1.688471e-02
203 1.771300e-02 1.712525e-02
204 1.741600e-02 1.736806e-02
205 1.763200e-02 1.761317e-02
206 1.790300e-02 1.786057e-02
207 1.813500e-02 1.811029e-02
208 1.839600e-02 1.836234e-02
209 1.889400e-02 1.861671e-02
210 1.893200e-02 1.887344e-02
211 1.912000e-02 1.913252e-02
212 1.941800e-02 1.939396e-02
213 1.970400e-02 1.965778e-02
214 2.013800e-02 1.992399e-02
215 2.023700e-02 2.019260e-02
216 2.086700e-02 2.046362e-02
217 2.157600e-02 2.073706e-02
218 2.116900e-02 2.101293e-02
219 2.160600e-02 2.129124e-02
220 2.159700e-02 2.157201e-02
221 2.186500e-02 2.185524e-02
222 2.216100e-02 2.214094e-02
223 2.265600e-02 2.242913e-02
224 2.285800e-02 2.271982e-02
225 2.450500e-02 2.301301e-02
226 2.443800e-02 2.330872e-02
227 2.454500e-02 2.360696e-02
228 2.503300e-02 2.390773e-02
229 2.455100e-02 2.421106e-02
230 2.535800e-02 2.451695e-02
231 2.546200e-02 2.482541e-02
232 2.533200e-02 2.513645e-02
233 2.598800e-02 2.545008e-02
234 2.603300e-02 2.576632e-02
235 2.668600e-02 2.608518e-02
236 2.715500e-02 2.640666e-02
237 2.718600e-02 2.673077e-02
238 2.733800e-02 2.705753e-02
239 2.816500e-02 2.738695e-02
240 2.816800e-02 2.771904e-02
241 3.070700e-02 2.805381e-02
242 3.185400e-02 2.839127e-02
243 3.217100e-02 2.873143e-02
244 3.014700e-02 2.907430e-02
245 3.078600e-02 2.941990e-02
246 3.044100e-02 2.976823e-02
247 3.079100e-02 3.011930e-02
248 3.195100e-02 3.047313e-02
249 3.426100e-02 3.082972e-02
250 3.236700e-02 3.118909e-02
251 3.540100e-02 3.155125e-02
252 3.324800e-02 3.191621e-02
253 3.318600e-02 3.228397e-02
254 3.419500e-02 3.265455e-02
255 3.415200e-02 3.302797e-02
256 3.454600e-02 3.340423e-02
257 3.544400e-02 3.378334e-02
258 3.699800e-02 3.416531e-02
259 3.752000e-02 3.455015e-02
260 3.788300e-02 3.493788e-02
261 3.718100e-02 3.532851e-02
262 3.786600e-02 3.572204e-02
263 3.044100e-02 3.611849e-02
264 3.070000e-02 3.651786e-02
265 3.179000e-02 3.692018e-02
266 3.214200e-02 3.732544e-02
267 3.188000e-02 3.773367e-02
268 3.275000e-02 3.814486e-02
269 3.274300e-02 3.855904e-02
270 3.308100e-02 3.897621e-02
271 3.375000e-02 3.939638e-02
272 3.399700e-02 3.981957e-02
273 3.417300e-02 4.024578e-02
274 3.570300e-02 4.067502e-02
275 3.601200e-02 4.110732e-02
276 3.723000e-02 4.154267e-02
277 3.726200e-02 4.198109e-02
278 3.960000e-02 4.242258e-02
279 3.964300e-02 4.286717e-02
280 4.135000e-02 4.331486e-02
281 3.985500e-02 4.376566e-02
282 4.201400e-02 4.421958e-02
283 4.054100e-02 4.467663e-02
284 4.412300e-02 4.513683e-02
285 4.467900e-02 4.560018e-02
286 4.763600e-02 4.606670e-02
287 4.467700e-02 4.653639e-02
288 5.096100e-02 4.700927e-02
289 4.867100e-02 4.748534e-02
290 5.047200e-02 4.796463e-02
291 5.030700e-02 4.844713e-02
292 5.127500e-02 4.893287e-02
293 5.057100e-02 4.942184e-02
294 5.188000e-02 4.991407e-02
295 5.336200e-02 5.040956e-02
296 5.486500e-02 5.090832e-02
297 5.457700e-02 5.141036e-02
298 5.524300e-02 5.191570e-02
299 5.507100e-02 5.242435e-02
