#    $1n      $2m      $3p   $4pMag $5pSpars $6-wcCost $7+wcCost  $8-tBook  $9+tBook  $10-tEst  $11+tEst $12+tFEst     $13-t     $14+t
     175     1842      348      339       25  0.000485  0.000534  0.000000  0.001000  0.000000  0.001000  0.000000  0.001000  0.002000
     183     1934      364      357       25  0.000471  0.000592  0.000000  0.001000  0.000000  0.001000  0.001000  0.000000  0.002000
     194     2042      381      375       26  0.000459  0.000552  0.000000  0.001000  0.000000  0.001000  0.000000  0.000999  0.002000
     202     2149      396      389       27  0.000514  0.000621  0.000000  0.001000  0.000000  0.001000  0.000000  0.000999  0.002000
     204     2168      399      394       28  0.000514  0.000565  0.000000  0.001000  0.000000  0.001000  0.000000  0.001000  0.001000
     211     2246      411      403       28  0.000521  0.000553  0.000000  0.001000  0.000000  0.001000  0.000000  0.000999  0.001999
     218     2319      425      418       29  0.000514  0.000608  0.000000  0.001000  0.000000  0.001000  0.000000  0.000000  0.002000
     225     2399      440      434       30  0.000514  0.000555  0.000000  0.001000  0.000000  0.001000  0.001000  0.000000  0.002000
     232     2474      452      445       31  0.000514  0.000571  0.000000  0.001000  0.000000  0.001000  0.001000  0.000000  0.002000
     242     2574      469      463       32  0.000514  0.000582  0.000000  0.001000  0.000000  0.001000  0.001000  0.000000  0.002000
     251     2670      486      478       33  0.000514  0.000534  0.000000  0.001000  0.000000  0.001000  0.000000  0.000999  0.002000
     259     2755      499      489       34  0.000524  0.000609  0.000000  0.001000  0.000000  0.001000  0.001000  0.000000  0.002000
     265     2849      515      506       35  0.000582  0.000585  0.000000  0.001000  0.000000  0.001000  0.000000  0.000999  0.002000
     269     2893      530      517       35  0.000576  0.000582  0.000000  0.001000  0.000000  0.001000  0.000000  0.000999  0.002000
     273     2933      545      532       37  0.000551  0.000601  0.000000  0.001000  0.000000  0.001000  0.001000  0.000000  0.002000
     279     3003      561      549       41  0.000545  0.000584  0.000000  0.001000  0.000000  0.001000  0.000000  0.000999  0.001999
     284     3058      574      566       43  0.000545  0.000565  0.000000  0.001000  0.000000  0.001000  0.001000  0.000000  0.002000
     288     3107      586      579       44  0.000545  0.000565  0.000000  0.001000  0.000000  0.001000  0.000000  0.000999  0.002000
     291     3154      598      592       45  0.000545  0.000545  0.000000  0.001000  0.000000  0.001000  0.001000  0.000000  0.002000
     291     3157      599      592       45  0.000545  0.000545  0.000000  0.000000  0.000000  0.000000  0.001000  0.000000  0.000000
     291     3167      611      601       45  0.000545  0.000545  0.000000  0.001000  0.000000  0.001000  0.000000  0.000000  0.001000
     297     3201      626      620       46  0.000545  0.000545  0.000000  0.001000  0.000000  0.001000  0.000000  0.000000  0.001000
     302     3249      640      633       46  0.000545  0.000574  0.000000  0.001000  0.000000  0.001000  0.000000  0.000999  0.001000
     307     3305      655      647       47  0.000545  0.000545  0.000000  0.001000  0.000000  0.001000  0.001000  0.000000  0.001000
     309     3351      668      657       47  0.000545  0.000563  0.000000  0.001000  0.000000  0.001000  0.000000  0.000999  0.002000
     309     3355      681      671       48  0.000545  0.000545  0.000000  0.000999  0.000000  0.001000  0.001000  0.000000  0.001000
     312     3377      695      689       48  0.000545  0.000545  0.000000  0.001000  0.000000  0.001000  0.001000  0.000000  0.001000
     317     3438      712      703       48  0.000545  0.000545  0.000000  0.001000  0.000000  0.001000  0.001000  0.000000  0.002000
     321     3476      724      714       48  0.000545  0.000545  0.000000  0.001000  0.000000  0.001000  0.000000  0.000000  0.001000
     326     3522      735      726       49  0.000545  0.000545  0.000000  0.001000  0.000000  0.001000  0.000000  0.000000  0.001000
     329     3568      748      737       49  0.000545  0.000563  0.000000  0.001000  0.000000  0.001000  0.001000  0.000000  0.002000
     333     3616      760      747       49  0.000545  0.000562  0.000000  0.001000  0.000000  0.001000  0.000999  0.000000  0.001000
     334     3628      772      755       50  0.000545  0.000552  0.000000  0.001000  0.000000  0.001000  0.001000  0.000000  0.001000
     340     3677      786      774       52  0.000545  0.000549  0.000000  0.001000  0.000000  0.001000  0.000000  0.000000  0.002000
     348     3759      799      782       52  0.000545  0.000693  0.000000  0.001000  0.000000  0.001000  0.000000  0.001000  0.002000
     349     3774      802      787       52  0.000580  0.000580  0.000000  0.001000  0.000000  0.001000  0.000000  0.001000  0.001999
     354     3839      816      796       52  0.000565  0.000580  0.000000  0.001000  0.000000  0.001000  0.001000  0.001000  0.002000
     361     3911      832      818       55  0.000565  0.000580  0.000000  0.001000  0.000000  0.001000  0.001000  0.000000  0.002000
     363     3958      845      837       56  0.000545  0.000565  0.000000  0.001000  0.000000  0.001000  0.001000  0.000000  0.002000
     363     3961      856      846       56  0.000545  0.000545  0.000000  0.001000  0.000000  0.001000  0.000000  0.000000  0.001000
     364     3965      864      854       56  0.000545  0.000545  0.000000  0.001000  0.000000  0.001000  0.000000  0.000000  0.001000
     370     4009      878      869       56  0.000545  0.000545  0.000000  0.001000  0.000000  0.001000  0.001000  0.000000  0.002000
     374     4070      891      878       56  0.000545  0.000571  0.000000  0.001000  0.000000  0.001000  0.001000  0.000000  0.001000
     378     4122      905      887       56  0.000565  0.000565  0.000000  0.001000  0.000000  0.001000  0.000000  0.000000  0.002000
     382     4168      918      900       57  0.000565  0.000565  0.000000  0.001000  0.000000  0.001000  0.000999  0.000000  0.001000
     387     4206      928      910       61  0.000557  0.000571  0.000000  0.001000  0.000000  0.001000  0.001000  0.000000  0.001000
     388     4245      940      915       61  0.000563  0.000664  0.000000  0.001000  0.000000  0.001000  0.001000  0.000999  0.002000
     389     4254      950      921       62  0.000608  0.000608  0.000000  0.001000  0.000000  0.001000  0.001000  0.000000  0.001000
     397     4307      963      939       62  0.000571  0.000669  0.000000  0.001000  0.000000  0.001000  0.000000  0.000999  0.002000
     405     4406      979      953       63  0.000582  0.000642  0.000000  0.001000  0.000000  0.001000  0.001000  0.000999  0.002000
     410     4457      989      971       68  0.000621  0.000756  0.000000  0.001000  0.000000  0.001999  0.001000  0.000000  0.002000
     415     4512      999      984       68  0.000582  0.000600  0.000000  0.001000  0.000000  0.001000  0.000999  0.000999  0.002000
     415     4518     1000      985       68  0.000582  0.000582  0.000000  0.000000  0.001000  0.001000  0.000000  0.001000  0.001000
     421     4573     1011      994       68  0.000582  0.000591  0.000000  0.001000  0.000000  0.001000  0.000999  0.000999  0.002000
     423     4620     1019     1005       69  0.000582  0.000582  0.000000  0.001000  0.000000  0.001000  0.001000  0.000000  0.001999
     423     4635     1029     1014       69  0.000561  0.000582  0.000000  0.001000  0.000000  0.001000  0.001000  0.000000  0.001000
     423     4637     1036     1021       70  0.000561  0.000561  0.000000  0.001000  0.000000  0.001000  0.000000  0.000999  0.001000
     428     4660     1049     1032       70  0.000543  0.000551  0.000000  0.001000  0.000000  0.001000  0.000000  0.000999  0.001000
     433     4727     1062     1045       70  0.000551  0.000582  0.000000  0.001000  0.000000  0.001000  0.000000  0.000999  0.002000
     437     4775     1072     1050       70  0.000564  0.000650  0.000000  0.001000  0.000000  0.001000  0.000999  0.000000  0.002000
     443     4817     1081     1061       71  0.000582  0.000668  0.000000  0.001000  0.000000  0.001000  0.000000  0.000999  0.002000
     450     4895     1096     1079       74  0.000582  0.000657  0.000000  0.001000  0.000000  0.001000  0.001000  0.000000  0.002000
     456     4958     1109     1096       75  0.000537  0.000599  0.000000  0.001000  0.000000  0.001000  0.001000  0.000000  0.002000
     462     5019     1121     1108       75  0.000551  0.000590  0.000000  0.001000  0.000000  0.001000  0.000000  0.000999  0.002000
     466     5062     1131     1116       75  0.000551  0.000562  0.000000  0.001000  0.000000  0.001000  0.001000  0.000000  0.001000
     471     5108     1140     1123       75  0.000551  0.000672  0.000000  0.001000  0.000000  0.001999  0.001000  0.000000  0.002000
     475     5161     1151     1132       76  0.000594  0.000670  0.000000  0.001000  0.000000  0.001000  0.001000  0.000000  0.002000
     482     5230     1165     1152       78  0.000582  0.000611  0.000000  0.001000  0.000000  0.001000  0.001000  0.000000  0.002000
     486     5291     1182     1167       78  0.000582  0.000582  0.000000  0.001000  0.000000  0.001000  0.001000  0.000000  0.002000
     492     5342     1199     1181       78  0.000542  0.000566  0.000000  0.001000  0.000000  0.001000  0.001000  0.000000  0.002000
     500     5425     1216     1190       79  0.000582  0.000595  0.000000  0.001000  0.000000  0.001000  0.000000  0.000999  0.002000
     507     5498     1230     1203       81  0.000585  0.000660  0.000000  0.002000  0.000000  0.001000  0.001000  0.000999  0.003000
     514     5588     1247     1225       85  0.000585  0.000727  0.000000  0.001000  0.000000  0.002000  0.001000  0.000000  0.003000
     522     5671     1263     1236       85  0.000585  0.000736  0.000000  0.001000  0.000000  0.001000  0.001000  0.000999  0.002000
     531     5764     1279     1264       89  0.000582  0.000589  0.000000  0.001000  0.000000  0.001000  0.000000  0.000999  0.002000
     538     5842     1294     1278       90  0.000561  0.000599  0.000000  0.001000  0.000000  0.001000  0.001000  0.000000  0.002000
     546     5934     1313     1295       91  0.000582  0.000591  0.000000  0.001000  0.000000  0.001000  0.001000  0.000000  0.002000
     553     6015     1330     1306       93  0.000582  0.000638  0.000000  0.001000  0.000000  0.001000  0.001000  0.000000  0.002000
     560     6081     1342     1315       97  0.000582  0.000737  0.000000  0.001000  0.000000  0.002000  0.001000  0.000999  0.002000
     567     6166     1359     1326      101  0.000609  0.000746  0.000000  0.001000  0.000000  0.002000  0.000999  0.001000  0.003000
     575     6247     1375     1344      103  0.000651  0.000780  0.000000  0.001000  0.000000  0.002000  0.000000  0.001000  0.002999
     582     6321     1391     1364      108  0.000585  0.000735  0.000000  0.001000  0.000000  0.002000  0.001000  0.000999  0.003000
     584     6357     1399     1371      111  0.000585  0.000611  0.000000  0.001000  0.000000  0.001000  0.002000  0.000999  0.002000
     589     6399     1408     1374      111  0.000585  0.000640  0.000000  0.001000  0.001000  0.002000  0.000000  0.001000  0.002000
     596     6478     1423     1383      113  0.000589  0.000684  0.000000  0.001000  0.000000  0.002000  0.000999  0.001000  0.003000
     604     6564     1439     1409      119  0.000585  0.000646  0.000000  0.001000  0.000000  0.002000  0.002000  0.000000  0.002000
     611     6647     1455     1425      122  0.000585  0.000724  0.000000  0.001000  0.000000  0.002000  0.001000  0.000999  0.002000
     619     6729     1470     1443      126  0.000626  0.000754  0.000000  0.002000  0.000000  0.002000  0.001000  0.000000  0.003000
     627     6817     1486     1466      129  0.000582  0.000672  0.000000  0.001000  0.000000  0.002000  0.001000  0.000999  0.002000
     634     6897     1502     1483      130  0.000582  0.000585  0.000000  0.001000  0.000000  0.001000  0.000000  0.000999  0.002000
     639     6949     1513     1494      131  0.000582  0.000585  0.000000  0.001000  0.000000  0.001000  0.001000  0.000000  0.002000
     645     7019     1528     1503      131  0.000582  0.000612  0.000000  0.001000  0.000000  0.001999  0.001000  0.000000  0.002000
     654     7106     1543     1514      132  0.000585  0.000668  0.000000  0.001000  0.000000  0.001000  0.001000  0.000000  0.002000
     663     7168     1553     1536      136  0.000585  0.000621  0.000000  0.001999  0.000000  0.002000  0.000999  0.001000  0.002999
     667     7229     1561     1541      136  0.000585  0.000769  0.000000  0.002000  0.000000  0.001999  0.001000  0.000000  0.002999
     672     7296     1572     1556      139  0.000626  0.000787  0.000000  0.001000  0.000000  0.001999  0.001000  0.000000  0.002000
     679     7365     1585     1573      140  0.000585  0.000665  0.000000  0.001000  0.000000  0.001000  0.001000  0.000999  0.002000
     684     7433     1597     1584      141  0.000582  0.000585  0.000000  0.001000  0.000000  0.001000  0.001000  0.000999  0.001999
     685     7443     1599     1588      141  0.000582  0.000582  0.000000  0.001000  0.000000  0.001000  0.000000  0.001000  0.001000
     689     7484     1606     1591      141  0.000582  0.000582  0.000000  0.001000  0.000000  0.001000  0.000000  0.000999  0.002000
     689     7513     1613     1594      142  0.000616  0.000677  0.000000  0.001000  0.000000  0.001000  0.001000  0.000999  0.002000
     760     8236     1799     1778      159  0.000582  0.000828  0.000000  0.002000  0.000000  0.002000  0.001000  0.000000  0.003999
     805     8939     1999     1961      168  0.000582  0.000848  0.000000  0.001000  0.000000  0.001000  0.000000  0.000000  0.002000
     854     9491     2199     2168      200  0.000585  0.000702  0.000000  0.002000  0.000000  0.002000  0.000000  0.000000  0.002999
     908    10248     2361     2320      219  0.000585  0.000761  0.000000  0.002000  0.000000  0.002000  0.000000  0.000000  0.003000
     931    10390     2399     2356      222  0.000585  0.000791  0.000000  0.001000  0.000000  0.001999  0.000999  0.000000  0.002000
     999    11194     2599     2548      258  0.000585  0.000804  0.000000  0.001000  0.000000  0.002000  0.000000  0.000000  0.003000
    1041    11762     2799     2756      278  0.000585  0.000946  0.000000  0.002000  0.000000  0.001999  0.000000  0.000000  0.003000
    1104    12507     2999     2928      296  0.000585  0.000838  0.000000  0.002000  0.000000  0.002000  0.000000  0.000000  0.003000
    1176    13212     3199     3134      318  0.000585  0.000742  0.000000  0.001000  0.000000  0.002000  0.000000  0.000000  0.002000
    1251    14159     3399     3342      344  0.000585  0.000723  0.000000  0.001000  0.000000  0.002000  0.000000  0.000000  0.003000
    1341    15289     3599     3530      362  0.000585  0.000994  0.000000  0.002000  0.000000  0.003000  0.000000  0.000000  0.004000
    1402    16117     3799     3730      378  0.000704  0.001053  0.000000  0.002000  0.000000  0.002000  0.000000  0.000999  0.003000
    1472    16943     3999     3931      394  0.000758  0.000988  0.000000  0.001000  0.000000  0.002000  0.000000  0.000999  0.003000
    1552    17849     4199     4129      413  0.000851  0.000974  0.000000  0.002000  0.000000  0.002000  0.000000  0.000999  0.003000
    1622    18418     4399     4323      424  0.000851  0.000974  0.000000  0.002000  0.000000  0.002000  0.000000  0.000999  0.003000
    1629    18498     4410     4332      424  0.000936  0.000951  0.000000  0.002000  0.001000  0.002000  0.000000  0.001999  0.003000
    1687    19395     4599     4519      439  0.000936  0.000936  0.000000  0.002000  0.000000  0.002000  0.001000  0.000999  0.003000
    1736    20172     4799     4712      455  0.000936  0.001729  0.000000  0.002000  0.000000  0.003000  0.000000  0.000999  0.003999
    1787    20935     4999     4917      478  0.000982  0.001354  0.000000  0.002000  0.000000  0.003000  0.000000  0.000999  0.004000
    1831    21689     5199     5110      491  0.001008  0.001008  0.000000  0.002000  0.000000  0.002000  0.000000  0.000999  0.003000
    1889    22388     5399     5309      516  0.001008  0.001109  0.000000  0.002000  0.000999  0.002000  0.000000  0.000999  0.003000
    1964    23193     5599     5500      533  0.001008  0.001123  0.000000  0.002000  0.000999  0.002000  0.000000  0.000999  0.003000
    2019    23932     5799     5706      553  0.001008  0.001065  0.000000  0.002000  0.000999  0.002000  0.000000  0.000999  0.003000
    2075    24692     5999     5903      576  0.001008  0.001163  0.000000  0.002000  0.000000  0.003000  0.000000  0.001000  0.004000
    2162    25576     6199     6101      595  0.001008  0.001262  0.000000  0.001999  0.000999  0.003000  0.000000  0.000999  0.004000
    2244    26348     6399     6296      612  0.001008  0.001022  0.000000  0.002000  0.000999  0.003000  0.000000  0.000999  0.004000
    2327    27204     6599     6481      639  0.001008  0.001116  0.000000  0.002000  0.000999  0.003000  0.000000  0.000999  0.004000
    2375    27895     6799     6676      667  0.001008  0.001521  0.000000  0.003000  0.000999  0.003000  0.000000  0.000999  0.004999
    2389    28127     6855     6735      675  0.001094  0.001266  0.000000  0.002000  0.001000  0.003000  0.000000  0.001999  0.004999
    2464    28704     6999     6884      695  0.001059  0.001094  0.000000  0.002000  0.000000  0.002000  0.002000  0.000999  0.003000
    2539    29480     7199     7082      724  0.001059  0.001187  0.000000  0.002000  0.000000  0.002000  0.000000  0.000999  0.003000
    2559    29625     7238     7116      727  0.001059  0.001138  0.000000  0.001000  0.000999  0.002000  0.000000  0.001000  0.003000
    2610    30226     7399     7276      755  0.001059  0.001247  0.000000  0.002000  0.000000  0.002000  0.002000  0.000999  0.003000
    2699    31093     7599     7479      781  0.001059  0.001225  0.000000  0.002000  0.000000  0.002000  0.000000  0.000999  0.003999
    2766    31819     7799     7679      794  0.001059  0.001084  0.000000  0.002000  0.000000  0.002000  0.000000  0.000999  0.003000
    2819    32615     7999     7874      813  0.001059  0.001248  0.000000  0.002000  0.000000  0.003000  0.000000  0.000000  0.004000
    2882    33341     8199     8074      828  0.001059  0.001279  0.000000  0.002000  0.000000  0.002000  0.000000  0.000999  0.003000
    2941    33977     8399     8265      839  0.001080  0.001093  0.000000  0.002000  0.000999  0.002000  0.000000  0.000999  0.003000
    3008    34722     8599     8464      857  0.001080  0.001171  0.000000  0.002000  0.000000  0.002000  0.000000  0.000999  0.004000
    3074    35515     8799     8659      874  0.001080  0.001162  0.000000  0.002000  0.000000  0.002000  0.000000  0.000999  0.004000
    3134    36444     8999     8863      905  0.001080  0.001763  0.000000  0.002000  0.000999  0.003000  0.000000  0.000999  0.004999
    3199    37222     9199     9063      923  0.001083  0.001315  0.000000  0.002999  0.000999  0.003000  0.000000  0.000999  0.005000
    3254    37782     9344     9208      936  0.001107  0.001312  0.000000  0.002000  0.000999  0.003000  0.000000  0.001999  0.004000
    3279    37972     9399     9264      939  0.001144  0.001195  0.000000  0.001999  0.000000  0.002000  0.003000  0.001000  0.003999
    3334    38711     9599     9456      952  0.001144  0.001501  0.000000  0.002000  0.000999  0.003000  0.000000  0.001999  0.005000
    3406    39465     9799     9649      966  0.001205  0.001448  0.000000  0.002000  0.000000  0.003999  0.000000  0.000999  0.004999
    3476    40252     9999     9848      982  0.001231  0.001231  0.000000  0.002000  0.000000  0.002000  0.000000  0.000999  0.003000
    3545    41009    10199    10042      995  0.001231  0.001231  0.000000  0.002000  0.000000  0.002000  0.000000  0.000999  0.003000
    3592    41716    10399    10238     1005  0.001231  0.001231  0.000000  0.002000  0.000000  0.002000  0.000000  0.000999  0.003000
    3639    42263    10599    10436     1017  0.001231  0.001231  0.000000  0.002000  0.000999  0.002000  0.000000  0.000999  0.003000
    3691    43005    10759    10594     1033  0.001231  0.001231  0.000000  0.002000  0.000999  0.002000  0.000000  0.001000  0.003999
    3714    43154    10799    10630     1036  0.001231  0.001231  0.000000  0.002000  0.000000  0.001000  0.003000  0.000000  0.002999
    3782    43959    10999    10827     1051  0.001231  0.001231  0.000000  0.002000  0.000000  0.002000  0.000000  0.000999  0.003000
    3826    44530    11199    11028     1067  0.001231  0.001231  0.000000  0.002000  0.000000  0.002000  0.000000  0.000999  0.003000
    3888    45269    11399    11217     1082  0.001231  0.001231  0.000000  0.002000  0.000000  0.002000  0.000000  0.000999  0.003000
    3961    45971    11599    11410     1097  0.001231  0.001231  0.000000  0.002000  0.000000  0.002000  0.000000  0.000999  0.003000
    4037    46923    11799    11616     1119  0.001231  0.001231  0.000000  0.002000  0.000000  0.002000  0.000000  0.000999  0.003000
    4124    48051    11999    11808     1140  0.001231  0.001348  0.000000  0.002000  0.000000  0.002000  0.000000  0.000999  0.003000
    4187    48877    12199    12007     1163  0.001231  0.001419  0.000000  0.002000  0.000000  0.002000  0.000000  0.000999  0.004000
    4258    49697    12399    12209     1182  0.001231  0.001231  0.000000  0.002000  0.000000  0.002000  0.000000  0.000999  0.003000
    4336    50588    12599    12411     1201  0.001231  0.001231  0.000000  0.002999  0.000000  0.002000  0.000000  0.001000  0.004000
    4409    51172    12799    12600     1212  0.001231  0.001231  0.000000  0.002999  0.000999  0.002000  0.000000  0.001000  0.004000
    4412    51239    12808    12605     1213  0.001231  0.001260  0.000000  0.002000  0.000999  0.002000  0.000000  0.001999  0.003000
    4470    52134    12999    12800     1233  0.001231  0.001244  0.000000  0.003000  0.000000  0.003000  0.002999  0.001000  0.004000
    4522    52905    13199    12997     1254  0.001231  0.001232  0.000000  0.002999  0.000000  0.003000  0.000000  0.001000  0.004000
    4573    53665    13399    13199     1268  0.001231  0.001231  0.000000  0.002000  0.000000  0.002000  0.000000  0.000999  0.004000
    4616    54417    13599    13397     1285  0.001231  0.001363  0.000000  0.002000  0.000999  0.003000  0.000000  0.000999  0.004000
    4674    55112    13799    13588     1294  0.001231  0.001231  0.000000  0.002000  0.000000  0.002000  0.000000  0.000999  0.004000
    4748    55918    13999    13795     1310  0.001231  0.001231  0.000000  0.002000  0.000999  0.002000  0.000000  0.000999  0.004000
    4803    56653    14199    13987     1326  0.001231  0.001231  0.000000  0.002000  0.000999  0.003000  0.000000  0.000999  0.004000
    4859    57419    14399    14184     1344  0.001231  0.001231  0.000000  0.002000  0.000000  0.003000  0.000000  0.000999  0.004000
    4947    58303    14599    14383     1367  0.001231  0.001231  0.000000  0.002000  0.000999  0.003000  0.000000  0.001999  0.004000
    5030    59067    14799    14581     1382  0.001231  0.001231  0.000000  0.002000  0.000999  0.002000  0.000000  0.001000  0.003999
    5117    59921    14999    14769     1393  0.001231  0.001231  0.000000  0.002000  0.000999  0.003000  0.000000  0.001000  0.004000
    5159    60608    15199    14972     1412  0.001231  0.001455  0.000000  0.003999  0.000999  0.003000  0.000000  0.001999  0.005999
    5173    60820    15253    15031     1417  0.001231  0.001537  0.000000  0.002000  0.000999  0.003999  0.000000  0.001000  0.004999
    5250    61402    15399    15169     1423  0.001231  0.001231  0.000000  0.002000  0.000000  0.002000  0.002999  0.000999  0.003000
    5326    62193    15599    15368     1439  0.001231  0.001231  0.000000  0.002000  0.000000  0.002000  0.000000  0.000999  0.003999
    5340    62331    15636    15403     1443  0.001231  0.001231  0.000000  0.002000  0.000999  0.002000  0.000000  0.001000  0.003000
    5397    62943    15799    15559     1456  0.001231  0.001233  0.000000  0.003000  0.000000  0.002000  0.003000  0.000999  0.004000
    5486    63806    15999    15764     1478  0.001231  0.001316  0.000000  0.002999  0.000000  0.002000  0.000000  0.000999  0.004000
    5554    64518    16199    15959     1491  0.001231  0.001231  0.000000  0.002000  0.000000  0.002000  0.000000  0.000999  0.003000
    5608    65309    16399    16154     1509  0.001231  0.001330  0.000000  0.003000  0.000999  0.003000  0.000000  0.000999  0.004999
    5671    66044    16599    16356     1532  0.001231  0.001268  0.000000  0.002000  0.000000  0.002000  0.000000  0.000999  0.003999
    5730    66663    16799    16542     1545  0.001231  0.001267  0.000000  0.002000  0.000999  0.002000  0.000000  0.000999  0.003999
    5800    67409    16999    16747     1566  0.001231  0.001301  0.000000  0.003000  0.000999  0.002000  0.000000  0.000999  0.004000
    5864    68196    17199    16935     1590  0.001231  0.001451  0.000000  0.002000  0.000999  0.003000  0.000000  0.001000  0.004000
    5923    69117    17399    17142     1618  0.001231  0.001521  0.000000  0.002000  0.000999  0.003000  0.000000  0.001000  0.005000
    5989    69889    17599    17340     1631  0.001231  0.001315  0.000000  0.002000  0.000000  0.003000  0.000000  0.000999  0.004000
    6043    70446    17742    17485     1644  0.001231  0.001381  0.000000  0.002000  0.000999  0.002999  0.000000  0.001999  0.003999
    6067    70640    17799    17540     1649  0.001233  0.001255  0.000000  0.002000  0.000000  0.002000  0.003999  0.001000  0.003999
    6123    71374    17999    17730     1662  0.001233  0.001353  0.000000  0.002000  0.000999  0.003000  0.000000  0.001999  0.004000
    6196    72146    18199    17924     1679  0.001279  0.001385  0.000000  0.002999  0.000999  0.003000  0.000000  0.000999  0.004000
    6267    72917    18399    18116     1692  0.001349  0.001378  0.000000  0.002000  0.000999  0.003000  0.000000  0.001999  0.004000
    6333    73686    18599    18315     1707  0.001349  0.001462  0.000000  0.003000  0.000999  0.004000  0.000000  0.001999  0.005000
    6381    74378    18799    18517     1720  0.001349  0.001478  0.000000  0.002000  0.000999  0.003000  0.000000  0.001999  0.004000
    6429    74934    18999    18714     1728  0.001349  0.001349  0.000000  0.002000  0.000000  0.003000  0.000000  0.000999  0.004000
    6479    75668    19157    18864     1735  0.001349  0.001349  0.000000  0.002999  0.000999  0.003000  0.000000  0.001999  0.004999
    6503    75819    19199    18903     1737  0.001349  0.001349  0.000000  0.002000  0.000000  0.002000  0.004000  0.001000  0.003000
    6570    76622    19399    19093     1754  0.001349  0.001349  0.000000  0.003000  0.000999  0.002000  0.000000  0.001000  0.004000
    6615    77206    19599    19297     1767  0.001349  0.001462  0.000000  0.002000  0.000999  0.002000  0.000000  0.000999  0.004000
    6677    77945    19799    19492     1778  0.001349  0.001349  0.000000  0.002000  0.000999  0.002000  0.000000  0.000999  0.003999
    6750    78657    19999    19688     1793  0.001349  0.001349  0.000000  0.003000  0.000999  0.002000  0.000000  0.000999  0.004000
    6826    79611    20199    19885     1809  0.001349  0.001462  0.000000  0.003000  0.000999  0.002000  0.000000  0.001999  0.005000
    6912    80742    20399    20085     1827  0.001349  0.001585  0.000000  0.002000  0.000999  0.003000  0.000000  0.001999  0.004999
    6974    81562    20599    20280     1845  0.001349  0.001473  0.000000  0.002000  0.000000  0.003000  0.000000  0.001000  0.004000
    7047    82395    20799    20478     1866  0.001349  0.001426  0.000000  0.003000  0.000000  0.003000  0.000000  0.001000  0.004000
    7127    83288    20999    20681     1893  0.001373  0.001780  0.000000  0.003000  0.000000  0.004000  0.000000  0.000999  0.005999
    7198    83867    21199    20874     1901  0.001411  0.001411  0.000000  0.002999  0.000000  0.002000  0.000000  0.000999  0.004000
    7200    83919    21206    20879     1902  0.001411  0.001411  0.000999  0.002000  0.000999  0.002000  0.000000  0.002000  0.003000
    7258    84824    21399    21064     1916  0.001411  0.001411  0.000000  0.003000  0.000000  0.002000  0.004000  0.001000  0.004000
    7308    85603    21599    21264     1928  0.001411  0.001411  0.000000  0.003000  0.000000  0.003999  0.000000  0.000999  0.005999
